Track Name,Track ID,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Play My Music,5MTQbjkMmE6WsDQ8JlyEVo,0.471,0.875,-3.499,0.087,0.000652,0.0,0.239,0.759,177.98,197507
"Gotta Find You - From ""Camp Rock""/Soundtrack Version",2oOCYaGkOpOB5HPo15cEGl,0.326,0.743,-5.139,0.0352,0.0491,0.0,0.0874,0.459,80.475,241867
Mi Gran Noche - Operación Triunfo 2017,0AbPAD8Ay2gUsBxqp0VHZF,0.736,0.777,-4.502,0.0357,0.171,0.0,0.0888,0.926,138.931,181372
All About Me Intro,3WnBG1gkpOHvOHjU2ZcXpQ,0.856,0.424,-9.061,0.115,0.0347,0.0,0.295,0.804,93.975,119800
My Little Secret,1dAF3TZnGrpEzEdOUyXG82,0.814,0.431,-9.125,0.0936,0.371,0.0,0.335,0.542,129.957,268040
Softest Place On Earth,7eLXeSNdNqnnWswqmgLsa7,0.773,0.309,-8.5,0.0339,0.415,0.00014,0.111,0.42,128.105,256720
INTRO,17M52WhfSLRyAu0T0UC7E1,0.227,0.52,-12.606,0.06,0.872,0.921,0.203,0.13,73.906,40000
COMO LAS DEMAS,3R3GUkBgCVQC1NMlmNtntv,0.793,0.628,-6.613,0.0444,0.307,0.000805,0.306,0.576,96.002,160000
LOKOTRON,4j8FCRh7DoLXwANGZXZDYd,0.865,0.483,-9.49,0.131,0.139,2.12e-05,0.233,0.757,91.992,220700
Pa Que Pichea,2Ul7codMpIxUYt9JQee6PZ,0.355,0.881,-4.485,0.079,0.228,1.06e-05,0.273,0.391,196.192,162989
Siempre Pienso en Tí,6BdKAQJQkKthJdEoTvEJG1,0.753,0.718,-6.264,0.0361,0.139,1.28e-06,0.426,0.352,100.004,199687
Coketa,14RsJscbfqJ1wrMjzI5aOY,0.731,0.895,-5.382,0.0665,0.0248,6.54e-05,0.222,0.871,94.99,202693
La Hoguera,43HxXK7EpXJzNMb8M5SlqV,0.57,0.655,-5.627,0.414,0.116,0.0,0.111,0.675,177.997,148315
Dile,2YNceQwPb2gsZbElLrC5pI,0.708,0.532,-4.067,0.339,0.293,0.0,0.0847,0.301,86.017,206512
Globetrotters,57OQirVWqa5B3YQjXuyQxo,0.805,0.604,-3.223,0.236,0.167,0.0,0.212,0.674,140.032,284571
Pressure,2nEZoTyLtm83Nvk8cNlQir,0.629,0.858,-7.187,0.11,0.17,0.000522,0.272,0.364,128.071,141904
Pressure (Extended Mix),3EDOwvDyNzrjM0i1sNoCX8,0.705,0.531,-7.944,0.205,0.00924,0.00306,0.292,0.558,127.997,183154
Ya No,04v1IMQMdemyNhfH5G2uyp,0.759,0.339,-7.314,0.0274,0.94,0.0036,0.11,0.47,98.047,171851
DISPARA ***,6r0TaoZh1Oc1KkuL4rC1kB,0.81,0.657,-2.978,0.155,0.48,0.0,0.108,0.698,89.972,143936
NO voy a llorar :'),1gs7YjXiXhGKXrv50fGlQo,0.751,0.48,-5.71,0.0473,0.633,3.62e-06,0.191,0.353,93.364,178874
Mystery - Tale Of Us & Mathame Remix,3fdXEMBTjHNJ5Bug5c7rZi,0.728,0.579,-9.778,0.0525,0.017,0.682,0.0654,0.0367,124.005,424431
Nude - Solomun Remix,0tEXw5WFaX9QpSVB8T7U1f,0.755,0.735,-5.698,0.0413,0.000203,0.866,0.102,0.28,124.988,484299
Tachykardia - Kobosil Remix,4k7b4gCqMdY1MVE705dJB2,0.756,0.755,-6.855,0.0733,0.00103,0.903,0.112,0.0377,124.996,315447
When everyone is asleep,0za29dPt7X6gWCM3G8Mt2g,0.346,0.000882,-32.469,0.0478,0.988,0.0456,0.0888,0.0326,136.177,50250
(217) Miles,60KNQwr1agdALmewmoPznZ,0.435,0.133,-26.006,0.0258,0.989,0.918,0.089,0.119,140.342,242500
Tint,5Ei0zRBIzN9WXvGwBz3CDL,0.373,0.0128,-25.525,0.0429,0.985,0.796,0.1,0.0846,109.853,285125
Fiel a mi plan,4O158bZx1OCEpUpQLaM1xG,0.365,0.901,-4.616,0.0688,0.00138,2.31e-05,0.106,0.126,112.096,246875
Volvió el O.G.,65DJQcw5Oz5KAzuetp4lC5,0.525,0.815,-5.162,0.159,0.0373,0.0,0.798,0.703,83.095,178000
Dice que me odia,1ax1p3hJVAwG13RLrHOuLh,0.788,0.723,-7.436,0.306,0.053,1.51e-06,0.396,0.624,99.044,229091
Dark Spaces,1tldBDywyXkVoL1ZqGOGGJ,0.596,0.557,-12.208,0.0606,0.477,0.0934,0.158,0.0749,99.966,164587
Anochece,58075OzOMiH6noBYFGgt1d,0.394,0.274,-10.571,0.0323,0.479,0.000936,0.141,0.074,114.914,104000
Alma Perdida,0Mh2xeWXRDHOnnOErafu8d,0.697,0.801,-5.987,0.166,0.257,0.0,0.109,0.566,87.791,155000
Álbum de Fotos,2lPEdMmuFyfYMBp88uz80y,0.677,0.694,-8.206,0.278,0.237,0.0,0.0864,0.639,89.951,236000
Code Red (feat. Missy Elliott & Laiyah),2xMmmIOl2nUNZ2Dh7MS8rK,0.751,0.88,-5.662,0.289,0.0484,0.0,0.224,0.795,135.062,264560
Just Right for Me (feat. Lil Wayne),5QWkNtNkhWLLKpQngO6S06,0.519,0.821,-4.582,0.146,0.0698,0.0,0.0925,0.538,130.012,200133
Love Just Ain't Enough (feat. Timbaland),6bEEZMWK9sr4LIUlpckKHd,0.515,0.496,-7.315,0.0601,0.106,0.0,0.189,0.355,169.452,202707
Mi Cárcel - Capítulo I,6458NPlhSeU8lYBYPrAorR,0.543,0.521,-7.993,0.0342,0.928,0.0,0.0908,0.337,120.193,240150
Este Dolor (feat. Seijas) - Capítulo II,6Fsy5ICPhufKxpnV594y1A,0.543,0.439,-9.427,0.0357,0.589,3.28e-05,0.129,0.203,85.975,226441
Heridas - Capítulo III,3N0USoFo1y3FSXTHxB23mg,0.631,0.605,-10.253,0.0289,0.019,8.81e-05,0.0911,0.527,120.005,274000
Koa and the Five Pirates of Mara,0HtPqfv3gj21pFOkJm5bv3,0.645,0.857,-9.599,0.0333,5.14e-05,0.905,0.101,0.973,100.531,143881
Summer Day,693XNTPdSKcUw2tyOgjlbV,0.755,0.747,-11.054,0.0618,0.404,0.693,0.0913,0.975,120.018,142500
Navy Friends,6p3nykLA09HLRgsc7JwBJ0,0.537,0.921,-9.735,0.0393,0.000737,0.902,0.125,0.969,180.05,137333
ALAKRAN,2Yc3MHpZ9R5UCIz78E20AQ,0.692,0.633,-3.085,0.0721,0.039,4.09e-05,0.118,0.319,98.088,90613
50 PALOS,2FhmPPAersOD9YcQ9v8upy,0.719,0.669,-2.032,0.069,0.0942,2.41e-06,0.243,0.666,93.932,167240
LA VUELTA,01W6syCgxisKd0gDqFRdEG,0.835,0.824,-3.928,0.288,0.0416,2.52e-06,0.122,0.323,93.932,121920
Epicentro,4HQhkWIKKcTImkRxDRGGw3,0.581,0.7,-4.665,0.0455,0.0344,0.0,0.24,0.328,165.046,187500
Idas Y Venidas,0bAemXX5S3mjXiYqGEWxhc,0.76,0.635,-6.333,0.036,0.588,0.0,0.105,0.596,103.948,209500
A Mordiscos,4RNjmGxjeE1RA45DScpfJX,0.489,0.472,-7.323,0.0402,0.829,0.0,0.104,0.411,78.867,288000
ADHD,46BMW299GoqXOTXvHa97Kq,0.483,0.78,-7.464,0.0472,0.196,1.35e-06,0.127,0.845,167.818,142747
O sto myśli mniej,62HOVx9K4q0WOYKaFx5XNU,0.483,0.886,-6.295,0.0493,0.023,0.0935,0.298,0.454,97.957,180800
Jutro,1rWcBFPVXfUZpTigBfpXXQ,0.196,0.799,-6.669,0.0814,0.128,0.00312,0.541,0.724,77.572,176933
Intro Broke & Famous,4fDWFXAuaDtB7CPYQc1Oiz,0.508,0.799,-7.773,0.0692,0.0014,0.0452,0.186,0.206,85.086,90493
Hoy Me Atrevo,6s2T0cUL8fCxivUgxz7sBE,0.854,0.846,-6.641,0.146,0.158,2.55e-05,0.0525,0.805,98.004,208733
Mirala,3YuO6ZhURt5jlFvQexWhP8,0.747,0.787,-9.553,0.0988,0.229,0.0,0.108,0.658,97.985,210107
The Tradition,4Br6Yr5pKaf1ehJ7bKPWO6,0.436,0.267,-7.6,0.0298,0.797,0.0,0.111,0.264,103.092,226373
Bells in Santa Fe,1f9w8oZn54lhdqNLqWNxzR,0.65,0.495,-8.196,0.0317,0.616,0.00739,0.385,0.392,150.026,217653
Easier than Lying,1xf77KU2haNuAJA3yGI9IV,0.499,0.845,-3.85,0.167,9.66e-05,0.321,0.129,0.374,182.012,206347
We Rock,7r6ubHsaieaig4kORmmsDy,0.638,0.953,-3.491,0.11,0.00635,0.0,0.12,0.799,143.849,190933
Play My Music,5MTQbjkMmE6WsDQ8JlyEVo,0.471,0.875,-3.499,0.087,0.000652,0.0,0.239,0.759,177.98,197507
"Gotta Find You - From ""Camp Rock""/Soundtrack Version",2oOCYaGkOpOB5HPo15cEGl,0.326,0.743,-5.139,0.0352,0.0491,0.0,0.0874,0.459,80.475,241867
2 Much,6i4G85fdtDwK6UpQba337E,0.583,0.444,-8.601,0.0456,0.593,0.0,0.353,0.167,119.59,152796
Deserve You,2t96tGXVqmNT9KbbIXyEP1,0.677,0.633,-7.831,0.0771,0.0314,0.0,0.112,0.409,89.934,187239
As I Am (feat. Khalid),5RE1BlC2bVRL02T0wcLq2X,0.595,0.543,-8.149,0.038,0.127,0.0,0.0975,0.109,99.928,174406
Cabeza y Corazón,1lxFk1Pn1ge1wcIh7XoznU,0.63,0.524,-12.172,0.374,0.886,1.45e-06,0.158,0.467,84.921,207000
Fantasmas,4IzjK7xY4s5UZSLG7d8cl5,0.793,0.675,-10.316,0.276,0.726,0.0,0.174,0.63,91.113,130000
2020,71NCfen8tRTKuXW344hgOF,0.575,0.719,-14.01,0.54,0.829,0.0,0.109,0.202,170.707,178000
Ki (feat. Daniel Habif),1yaEZwbabqGa9BYXIRa0ua,0.494,0.705,-4.487,0.13,0.384,0.0,0.225,0.133,171.868,210000
La Tóxica,7Crx42VpbY4h4qrz2q9DuH,0.659,0.701,-4.107,0.164,0.0882,0.0,0.0866,0.623,91.97,180520
Pepas,2B4GHvToeLTOBB4QLzW3Ni,0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120
Os Ha Llegado la Hora,0rSMaI0KjVMC532Xitwnb0,0.669,0.856,-4.91,0.213,0.00309,0.00145,0.0551,0.349,130.036,170625
Mirame a la Cara,4fk8QqZD3P1e03jRmorHgF,0.587,0.925,-5.304,0.104,0.0273,3.65e-06,0.111,0.22,174.023,209317
Iguales,7L94wi4FT7Qza4MSbWChHo,0.467,0.701,-6.253,0.427,0.222,0.0,0.0823,0.246,177.066,226364
Harakiri,7LMd7iyJyS2y3lGzYLuMQR,0.865,0.607,-7.188,0.244,0.121,1.5e-05,0.0984,0.399,112.993,225315
Me Cuesta la Vida,3nwaVdnXeMBqL3q8QjVtOI,0.578,0.698,-6.243,0.0452,0.162,0.0,0.12,0.451,159.812,208781
Corazón Vendío,11Zaech6Qw2fLM8LYzjjin,0.845,0.719,-4.988,0.0667,0.209,0.0,0.0522,0.526,98.019,186114
Mentiras de Papel,5j2WR1tffSBqNZrdKjucST,0.702,0.674,-5.69,0.0338,0.189,0.0,0.0678,0.593,95.03,193263
BARCELONA,10MB5BRNILT229BsnB2oRU,0.746,0.778,-4.146,0.0454,0.00506,1.4e-05,0.109,0.411,91.972,243913
USHUAIA,2ovkVowpkJuGPTpArt16h3,0.767,0.781,-4.006,0.113,0.074,7.15e-05,0.0984,0.638,104.005,218077
GATO & GATA/POPULAR,19gLERR7ZX8NNCCMnP1jjR,0.498,0.757,-4.348,0.365,0.0572,0.0,0.094,0.469,179.617,261137
Tranquility I,2g7C6cihBai7u7RGgK6qZ1,0.145,0.00152,-46.653,0.0434,0.994,0.934,0.0784,0.0836,102.983,83000
Tranquility II,3C6SnHzfIxlUFyVPK7vqJG,0.206,0.0129,-31.713,0.0439,0.965,0.856,0.13,0.0444,70.553,82229
Tranquility III,3rr5HvlPYOO6m219tdofPG,0.191,0.0594,-28.967,0.0376,0.597,0.907,0.114,0.0367,69.871,123521
Severe Clear,71C8UYVhQFyfebDmJR2AXw,0.111,0.274,-20.636,0.0472,0.912,0.864,0.672,0.0399,88.815,256999
Collapse,5UugEVTyaRJXXNQivsWqFD,0.119,0.717,-24.314,0.0869,0.638,0.892,0.411,0.0216,84.729,141997
"On This Day, Tuesday",3piWXwyyM3DnfB3tCgYuLR,0.29,0.381,-26.172,0.0643,0.863,0.863,0.119,0.0423,115.004,55009
Eternity,1GBBbKOarAJ38HwIfLcOji,0.606,0.861,-6.332,0.0406,0.00316,0.844,0.113,0.313,125.005,186240
Welcome To The Opera (with Grimes),7hV8vZMezoQdSdvsi70Ioa,0.341,0.918,-6.401,0.0548,0.00983,0.335,0.455,0.0411,124.994,245280
Chordial,44OT4QbPqu2ZLXVkVSW6VG,0.667,0.847,-8.082,0.0389,0.00267,0.815,0.101,0.133,122.993,222470
Dance,4w1qoT3PeCj0qpyt0ut6Fq,0.802,0.643,-6.024,0.0683,0.00587,0.000803,0.552,0.926,112.008,232170
Do It (with Missy Elliott),2CSuJJWjb35CmAwjzf3CNX,0.699,0.684,-7.077,0.0779,0.0434,0.0,0.428,0.353,91.03,204633
Gotta Move On (feat. H.E.R.),6ZeFPc7KUp9RH4s0Skj24H,0.554,0.352,-6.658,0.0302,0.0418,0.000365,0.0895,0.374,67.011,258125
Universo,1BWQoJP3g9gb41nIYxSORo,0.536,0.634,-9.947,0.0292,0.134,0.856,0.25,0.318,125.953,146645
Fallin,2xohxBkUSdqh7caDzorSLL,0.723,0.72,-6.609,0.0373,0.0121,0.39,0.166,0.766,129.976,227676
Interstellar Cowboy,3ZZCnrbd7Vxec1QPEP8i5g,0.786,0.66,-7.347,0.0385,0.0141,0.191,0.104,0.352,126.013,413312
Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,0.72,0.715,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,193813
Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,177955
Grapejuice,4j6kId9QIqhoXvqHKgSKa0,0.645,0.721,-4.394,0.0336,0.357,0.143,0.204,0.88,182.928,191959
EL NIÑO,1ebJkSxcO6QeX1FZZ7IR2u,0.349,0.267,-11.448,0.0356,0.908,4.01e-05,0.1,0.656,90.974,91587
PRISIONERO,2A1trdlltyU4LeEaNb8RUD,0.613,0.414,-7.496,0.176,0.609,0.000666,0.307,0.414,179.978,147587
UN GANADOR,2m5jf6MlN3lnCrOPSifKIN,0.617,0.7,-7.752,0.0616,0.357,0.00493,0.189,0.353,114.916,189053
Fall Back Down,6wQaKs1COnCnqPIsIKsccx,0.611,0.871,-7.087,0.0393,0.112,0.015,0.191,0.254,126.063,191101
Fall Back Down - Extended,3FHbLrB0YtEkVAkOVl516Z,0.667,0.769,-8.986,0.0609,0.24,0.394,0.107,0.122,126.023,446696
Like You,7CAUCor77enYo6ZCwHtiRC,0.654,0.814,-7.181,0.036,0.21,0.114,0.0991,0.355,121.974,144606
NOMBRE DIRECCIÓN,03zQBNQWnXekVBTbMIrrMi,0.671,0.343,-9.913,0.503,0.128,0.0,0.132,0.676,167.814,130000
T K T,6HrVhNq1hhfmpp4m0qdt8Z,0.818,0.721,-6.38,0.196,0.00329,0.000275,0.0577,0.437,141.951,180846
GUAPA CABREÁ,43y7AvcG0HjDSO46RxA8lX,0.898,0.731,-2.918,0.0811,0.00825,0.000115,0.0939,0.946,124.953,134445
Mafia Chilena: LOS CHICHOS,20FmDZvBw0RzESCu8mQL4g,0.671,0.78,-6.237,0.0599,0.0324,0.0,0.752,0.462,87.91,122386
Mafia Chilena: MAFIA,2gaJkW0XaO5GIAd47YAsKN,0.617,0.673,-6.728,0.301,0.0853,0.0,0.087,0.284,140.236,163714
Mafia Chilena: WHIPPING,2lcIN8Y9oy2Uq0gOvSJapf,0.639,0.769,-6.892,0.0663,0.0424,0.0,0.245,0.317,109.106,180550
One Too Many Tries - BOILERS Remix,4YhZ7ZwfkVbrNyR5WkL35d,0.697,0.836,-6.523,0.0408,0.00677,2.07e-06,0.153,0.437,126.972,152244
Tình Đầu Khi Không Còn Em,0FcZM4SaXoYKR8T70S5DLd,0.601,0.173,-15.003,0.0392,0.837,0.0,0.0913,0.149,123.915,313579
Noche,0qa2kasy9c7A6WNo7InrX7,0.733,0.448,-12.729,0.19,0.136,0.0,0.13,0.361,89.993,195736
One In A Million,2CcSyPbrU5qToZpr0OeELW,0.717,0.584,-4.091,0.0504,0.0437,1.18e-05,0.044,0.344,121.901,273027
If Your Girl Only Knew,5IpIEOtweX53CVvPxJdLlG,0.836,0.737,-3.46,0.0365,0.159,9.27e-05,0.116,0.815,88.408,292173
Hot Like Fire,5vTnc50bPmwoe4pa1mXwgK,0.727,0.715,-5.289,0.107,0.0954,2.04e-05,0.325,0.665,80.966,264733
I'M EVERY WOMAN,6YnruFEY5MaUZINP4lIHfr,0.696,0.829,-4.793,0.0569,0.0555,1.93e-05,0.0606,0.539,118.972,280280
I HAVE NOTHING,4JDI6iQU0k5pYZXTWwewZN,0.384,0.501,-6.036,0.0422,0.595,0.0,0.166,0.184,152.663,300560
ALL THE MAN I NEED,5R0ePbaytDxuxJ4tqP3MbE,0.597,0.573,-5.733,0.0301,0.14,0.0,0.153,0.224,75.538,235840
Out of Brain - Mixed,0fTGL7IzfUAmVFMoAfLpBU,0.792,0.622,-11.053,0.0543,0.000137,0.874,0.114,0.0678,124.009,555600
Hailstorm - Mixed,3Oioa8uvyD9neqqJvedYb8,0.47,0.857,-7.888,0.0418,0.00522,0.56,0.101,0.0602,124.737,325960
Faith - Mixed,1Ez9GGcr5O5c40p0RcRVd4,0.804,0.572,-10.039,0.0461,0.000268,0.818,0.101,0.0773,124.048,232160
Ignition Key,4NuFl9q8DfCb6vJV9i3lyz,0.537,0.941,-7.788,0.0319,4.27e-05,0.871,0.0709,0.424,132.002,484747
Sthlm,31MXRr6p6vYhUIpklMGh5g,0.687,0.955,-8.125,0.0532,1.21e-05,0.858,0.104,0.961,132.002,292827
Flamethrower,403ssSO3PJlckvgHr9Px0L,0.599,0.819,-7.411,0.0521,0.0398,0.114,0.134,0.579,125.982,338041
Ghost,6O4fgFpzBg3jYAZntlciiB,0.639,0.7,-8.617,0.0428,0.0423,0.00135,0.111,0.251,119.962,164000
H.O.P.E.,6ZZ7nA0oAcGzSB2bpR2uuE,0.712,0.474,-11.715,0.0516,0.0664,0.745,0.0998,0.0839,127.026,569783
Control Yourself,5twhdTf9EcTpEZZBEn7of4,0.8,0.545,-11.732,0.045,0.0952,0.747,0.11,0.237,124.982,372505
Realities,3mP9fqeY5kKb2j4Np2wiGf,0.788,0.499,-10.092,0.0436,0.0108,0.742,0.107,0.211,127.009,515910
BB,3sVuWmggRqfAK3qk7OIEAz,0.769,0.764,-4.709,0.181,0.137,0.0,0.088,0.846,88.06,156326
Online,1QpmpEDCrlVJJfyt5eFYSS,0.737,0.796,-3.142,0.0805,0.146,0.0,0.0895,0.856,168.07,165364
La Difícil,6lobzm99pbHbAadY6VdMgd,0.774,0.7,-3.283,0.0786,0.0701,0.0,0.0673,0.798,167.887,165647
Be Somebody,6GLATZeuyPYDhYs5VEOq7s,0.708,0.885,-5.733,0.0617,0.132,0.866,0.612,0.377,124.903,240000
Welcome To OG City,054mLFn8Dtx8bIO85NYWYZ,0.725,0.784,-6.008,0.306,0.186,0.0,0.355,0.736,143.773,161695
Por Mi Lau,7Afw4NNhLzcaJ0okcBN6gA,0.68,0.66,-4.467,0.216,0.303,0.0,0.341,0.352,163.978,188819
Me Quieres Mentir,57iiuZKwlmXH9F0sg8YUUM,0.784,0.778,-3.799,0.0985,0.444,0.0,0.163,0.319,93.98,220960
PLAYA SATURNO INTRO,2M3GwgWQ2Z0swHkap5gWCm,0.53,0.322,-10.105,0.0532,0.869,1.69e-05,0.355,0.608,85.757,75415
CUANDO BAJE EL SOL,4OVHxReloGwGriqVFF2M79,0.794,0.756,-2.4,0.0641,0.327,0.0,0.334,0.568,99.977,166740
AL CALLAO',110wwp2SRousmXjvx8zIoI,0.688,0.682,-3.836,0.247,0.284,1.67e-06,0.11,0.709,104.992,242820
trademark usa,2WAufixPkOjvrBtAdQQTbr,0.613,0.6,-5.621,0.281,0.108,1.67e-06,0.274,0.067,130.732,270671
pink panties,6ujdLuZXkyp4yKOZSE64nM,0.653,0.547,-6.324,0.171,0.00898,0.0,0.116,0.248,93.631,163509
scapegoats,0s2eTTKN5deHJttejOJDhg,0.585,0.437,-7.145,0.223,0.923,0.0,0.154,0.618,80.178,76832
O Holy Night,4wT8W7JV8CuHNS5GH40sXT,0.309,0.0138,-28.701,0.0383,0.991,0.892,0.112,0.168,150.686,173563
In The Bleak Midwinter,6OzRKgOXzv6JjuWvXDjdEy,0.395,0.0145,-29.816,0.0393,0.995,0.928,0.0747,0.29,88.913,145910
O Little Town Of Bethlehem,1RZ5fiCklPgeWBbtgw5cny,0.476,0.109,-25.889,0.0434,0.993,0.919,0.0941,0.284,120.18,112875
"Intro (feat. Alex Santos, Valentino Santos & Solano Santos)",1O5HGqTyQwb0N87beG7mLC,0.569,0.189,-13.386,0.438,0.691,1e-05,0.359,0.265,145.402,101400
Bebo,7HsebNHZDGj8UhWIrZaMx6,0.765,0.878,-3.649,0.0465,0.105,0.0,0.314,0.96,125.046,235733
Ayúdame,6mjhmQB61lSVhgcmOFJv9L,0.811,0.81,-3.748,0.0422,0.108,0.0,0.0627,0.75,124.053,224427
Love Me More,4drTfZwGTDNrbg3dQ17d0w,0.783,0.404,-6.39,0.0722,0.447,1.84e-05,0.176,0.476,85.004,203135
No God,6uHyUNwt9h4Q1Um222MDai,0.616,0.509,-7.663,0.141,0.406,0.000296,0.109,0.152,89.82,197394
Hurting Interlude,0rqtmKms6Wv2yvLrK4CrKH,0.447,0.484,-20.303,0.325,0.987,0.806,0.186,0.932,134.258,18338
Unreality,15pIWUsFWtp3lMIYcVcRep,0.534,0.418,-12.543,0.044,0.672,0.539,0.11,0.0395,127.933,258750
Feel Your Ghost,7uNcS4pnF8GQIVLGXFNAQj,0.732,0.895,-3.936,0.0603,0.00921,0.000101,0.703,0.442,133.029,205260
Come For You,5f6XJFi9DluZrOilfnNDD1,0.5,0.531,-10.372,0.0297,0.139,0.846,0.159,0.0635,124.956,224640
Over,64cEwldF0EC7g7fRYK7PDF,0.616,0.71,-17.234,0.0483,0.0204,0.851,0.105,0.116,123.0,313040
Rubirosa,7DjGDnZOUAEmlCAYYWRhFo,0.587,0.725,-11.024,0.0328,0.000785,0.786,0.137,0.3,125.011,339200
Solace,3GOaucdpe3U8y7fB2GDoEO,0.691,0.715,-13.274,0.0432,0.417,0.866,0.104,0.441,123.013,447683
60 Barras,6NtEyIBt9KpNF1a1Om367P,0.872,0.926,-3.283,0.301,0.504,0.0,0.252,0.361,129.943,187695
Mala Influencia,3j85wOfRE12YUnUL4enGxI,0.796,0.717,-4.843,0.261,0.132,0.0,0.0511,0.594,99.956,194580
Sin Miedo a Morir,14GuTVQHLBma9CixOi9JdS,0.882,0.847,-4.291,0.214,0.26,0.0,0.0703,0.855,90.964,181348
MAYBACH,1JDOFpGNaLnAd9uCEkgm7S,0.76,0.767,-5.341,0.196,0.186,0.0,0.156,0.652,89.988,142750
HOOD,2MGpqHciSe1LhNU9HA94tY,0.573,0.696,-5.594,0.325,0.0613,0.0,0.325,0.311,88.508,186134
ESE BOO,3xUKKV1A2XXl7j1QBioIQ3,0.75,0.771,-3.463,0.258,0.0204,0.0,0.0564,0.671,179.972,132685
Analogy,5LjOMGBzyCSBF6rhEKuhTQ,0.75,0.617,-11.167,0.0384,0.0475,0.918,0.114,0.187,123.005,400427
Cylon,0s6zeig9t0njAWJgqrERVI,0.79,0.746,-11.185,0.0559,0.000229,0.904,0.0868,0.419,124.989,330103
Esplora,4V7FhqLh1UI8UhUGZkDnMI,0.5,0.292,-13.121,0.0672,0.0195,0.869,0.102,0.101,125.993,329560
Madrid,49Br4XqYMOBlwM2YRGPQYy,0.768,0.599,-5.953,0.345,0.371,0.0,0.0935,0.541,88.909,177613
Push To Start - t e s t p r e s s Remix,6Odjp2wB7SbeBGq9k2H9HF,0.532,0.999,-6.603,0.0788,0.0131,0.451,0.0681,0.847,74.987,158400
Básicamente,6iKFebFmd3r98aV2QOS9RG,0.533,0.596,-6.185,0.0474,0.336,0.0,0.126,0.313,125.937,145000
Dharma,03ZfKUIydhz85Dof18k7nI,0.468,0.962,-3.25,0.331,0.134,0.0,0.174,0.766,78.758,195760
Modo Avión,38hFnK6nxBx6muZixBbh4k,0.684,0.815,-4.747,0.0758,0.132,0.0,0.0981,0.627,140.011,171053
We Rock,7r6ubHsaieaig4kORmmsDy,0.638,0.953,-3.491,0.11,0.00635,0.0,0.12,0.799,143.849,190933
Play My Music,5MTQbjkMmE6WsDQ8JlyEVo,0.471,0.875,-3.499,0.087,0.000652,0.0,0.239,0.759,177.98,197507
"Gotta Find You - From ""Camp Rock""/Soundtrack Version",2oOCYaGkOpOB5HPo15cEGl,0.326,0.743,-5.139,0.0352,0.0491,0.0,0.0874,0.459,80.475,241867
Anthem,6bDMSQJWQ7qnYolQ73Hq2H,0.76,0.421,-10.9,0.0667,0.0244,0.000616,0.172,0.764,97.053,59733
Nothing To Prove,6KE5qpoe6ZSqIjrYblFWBV,0.731,0.586,-9.174,0.0547,0.196,0.0,0.0678,0.65,91.902,247600
Tell Me,0V1kUexgMFdP7S9fpwd7f6,0.728,0.301,-9.983,0.0325,0.231,0.0,0.145,0.532,130.155,253667
SSM Foreva,6ISjZP3QyQapi7wpmIiWSp,0.604,0.747,-5.573,0.197,0.0986,0.0,0.106,0.607,173.748,176552
Te Mintieron,3WlkTZHCaHlWPX54UL3fpG,0.848,0.829,-5.824,0.0854,0.0623,0.00114,0.127,0.519,104.956,155429
En El Trap,0jHq07f9WWNC9lBG01aoRN,0.818,0.704,-5.914,0.0611,0.104,5.4e-05,0.176,0.572,105.013,150857
A Billion,4Ho9uIrilCZEFLQKj3kuFN,0.306,0.396,-8.693,0.0307,0.675,0.0,0.232,0.308,34.498,60133
Legacy,3TaB7A1jlJJW2fWbdkscIh,0.681,0.547,-7.054,0.0748,0.645,0.0,0.506,0.443,101.913,251160
Beautiful - Interlude,1NzEbfiJIDTUeFPUMp0Ki2,0.813,0.653,-9.142,0.498,0.0783,0.00216,0.444,0.788,125.276,30747
Nasty,2rQc56rotGmIyl7CL9QJBm,0.65,0.557,-8.328,0.0473,0.139,1.6e-06,0.596,0.556,139.929,199714
Hasta Cuando,4wccdHSJv4IjOSlNYZVYBN,0.669,0.754,-3.854,0.155,0.212,1.85e-05,0.107,0.591,176.065,208774
Mi Momento Favorito,68OpadfcNyC3iMIPaKrikB,0.698,0.773,-3.569,0.122,0.116,0.0416,0.17,0.553,173.921,208746
Unity (Voyage Mix) Pt. 1,3Cnz3Bu9Wcw8p3kiBTXTxp,0.695,0.736,-11.371,0.0374,0.00399,0.86,0.091,0.0509,124.001,5237296
Unity (Voyage Mix) Pt. 2,4v02fJGsLG1GGIDYrqd9q2,0.694,0.58,-11.347,0.0406,0.0312,0.847,0.0878,0.0421,123.991,4852382
ASQUEROSO,1PSlMgsJ0V7pUeumk13fbs,0.705,0.737,-3.961,0.0713,0.024,1.04e-06,0.0688,0.716,179.924,159246
Me Enteré,03nz8v0N02RboRcLuTlKqM,0.595,0.675,-3.814,0.108,0.121,1.24e-06,0.314,0.612,140.978,182076
