Track Name,Track ID,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
One Less,218tRuUE3j9MxC16BGzxrS,0.477,0.136,-20.121,0.0306,0.955,0.936,0.0659,0.166,100.011,150020
"Never Complain, Never Explain",5X57E92pyiuKz6GiZFvpbm,0.422,0.159,-17.268,0.0337,0.815,0.934,0.132,0.219,140.024,210857
In a Perfect World,3XETHje2hap3iVAjOu2ICl,0.611,0.231,-14.086,0.0523,0.753,0.973,0.0853,0.568,120.041,127936
Desahogo,4eMRhv8upvXUYIEytqTFCT,0.606,0.577,-6.312,0.363,0.356,0.0,0.185,0.469,124.028,241495
Nunca Duermo,6O9GITkN2mfIgN3zVCeoom,0.758,0.641,-4.77,0.0825,0.165,6.78e-06,0.102,0.15,107.918,197778
Una Bolsa,0nzJmTKU8LgqN9ucykfAGO,0.847,0.665,-5.841,0.286,0.124,0.0,0.0963,0.604,128.967,171163
Yokohama,0RYvwT03KcNKfWtZFPwslG,0.7,0.537,-6.897,0.109,0.0117,0.000296,0.296,0.221,77.002,202920
Każdy tylko nie ja,422qQPiaDdgzKSb7ZBKwwr,0.567,0.606,-7.664,0.358,0.628,0.000316,0.314,0.285,88.491,209240
Chciwość,4dUBoXpJ3ZtlcpNXRtt4VQ,0.542,0.572,-7.754,0.41,0.254,0.00669,0.306,0.448,82.605,43533
How I'm Feelin (with Shenseea),659c0YL8r0hZtXkHqwOQio,0.94,0.634,-6.765,0.108,0.0628,3.94e-05,0.217,0.303,107.01,182405
Mime,75KIE2AtdE5wnLPXvvlZKN,0.886,0.599,-6.008,0.279,0.00833,0.0,0.0571,0.459,150.078,178508
Ball Is Life (feat. Jack Harlow),5KWwD9LzZa6ruNYGNqAqoN,0.79,0.606,-5.69,0.228,0.114,0.0,0.127,0.288,136.005,323319
El Verano Todo Lo Mueve - El Remix,1Ovr9hdmrxjkjI3BFwNw0J,0.682,0.952,-1.194,0.0671,0.232,0.00013,0.115,0.881,132.089,163636
Si Estoy Facil,25dXuQZNcO7wTJ2hGR8vWg,0.596,0.633,-13.723,0.525,0.0259,0.0,0.0417,0.82,96.865,199200
Pegate,0QAoVCD2KVNP7qVwSPsMOp,0.771,0.439,-14.994,0.381,0.000403,0.0,0.12,0.591,100.831,135893
Guata Gatas,07IIThjezGk4l1Gca2z2qZ,0.789,0.575,-13.29,0.203,0.0571,0.0,0.316,0.523,96.474,235133
Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,0.713,0.676,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,227395
Lost,6tHQAadcluhVV4oD2IvHSk,0.766,0.706,-6.553,0.16,0.223,0.00028,0.064,0.766,142.989,172598
Echo (feat. blackbear),54WpJSyO81dpA40MKJHd0C,0.759,0.67,-5.309,0.0509,0.0204,0.0,0.0953,0.741,136.027,178620
Posicionao,5KVBfYMia4pVQAVhBE3wQe,0.689,0.657,-6.033,0.367,0.466,0.0,0.106,0.439,86.984,225718
Guerra,4OxYiUMfFINfeOHgb8RhwB,0.818,0.637,-5.198,0.311,0.569,0.0,0.111,0.659,87.95,189949
Mention,3SooDD3ycCki4IMZCHM7OR,0.591,0.557,-6.921,0.399,0.3,0.0,0.101,0.23,151.549,183428
Los Gangsters,2TLu6vPeidl6xu9Q8N1kDR,0.601,0.859,-2.696,0.146,0.346,0.0,0.204,0.626,93.955,231127
TRAPPii,1aLIFdfXRGwSfYNF8GIS0O,0.781,0.517,-9.157,0.209,0.482,0.0,0.154,0.729,132.959,177515
THROWBACK,76X0sg9YMAfH6P38NMUp6O,0.799,0.552,-9.159,0.172,0.789,0.0,0.115,0.402,92.035,147391
GANGSTA LUV,4ofO3RstzApodaEEPILupI,0.588,0.535,-7.605,0.277,0.447,0.0,0.176,0.479,86.817,218523
Rose - Solomun Remix,6tK8vlUpvzMdd1iEQ0St4t,0.701,0.725,-10.783,0.0535,0.0614,0.773,0.0633,0.38,127.989,420400
River - Adriatique Remix,215z00CrTsmjBop1O4kbWz,0.661,0.513,-11.165,0.0439,0.021,0.83,0.112,0.156,122.993,381162
Earth - Mind Against Remix,1cQCfrLGc5GpBC6bNPlsUm,0.776,0.927,-7.38,0.0489,0.0105,0.887,0.0992,0.0334,125.015,450725
EN LA CHATA,63xhzDBP3FO6azIjH7DOvD,0.853,0.715,-5.902,0.225,0.414,0.0,0.34,0.717,95.956,138839
AL PISO,4tJQaVo1gyfhBPqM2TsXKk,0.848,0.592,-6.23,0.167,0.121,0.0,0.0952,0.497,89.991,158500
"TURRAS, ROCHAS, TURRAS",6sxzozWrhljSPgHSHbGJpg,0.885,0.579,-6.072,0.0478,0.213,0.0,0.056,0.871,96.003,162506
Free Fallin,0XFwFzMCR6nndeRL6G5NUL,0.439,0.641,-7.886,0.0602,0.562,3.37e-06,0.153,0.335,173.936,201379
The Queen Is Here,2VhJYfE6xg7KlhbAyuOobQ,0.707,0.746,-4.157,0.19,0.358,3.95e-05,0.205,0.813,190.013,199987
Llego La Queen,1xF9LZI2M40SGEs65yy8MG,0.684,0.77,-4.986,0.145,0.101,2.65e-06,0.0916,0.512,171.942,229027
Y Tú,6jht7zto5OToAwwu6WrZ8b,0.832,0.662,-4.069,0.048,0.139,0.00219,0.0658,0.475,90.007,213680
Cornfield Chase (Slowed + Reverb),1VmOBILGWzRl76jzu9rFRQ,0.238,0.158,-22.004,0.0336,0.939,0.923,0.103,0.0744,155.346,157071
Jefa,4lbN59oAXTZuKkq16ACHbE,0.761,0.78,-3.861,0.261,0.384,1.05e-05,0.103,0.43,140.032,135522
Nena Trampa,6v3oRcV32Jj1zzFjBRspfq,0.587,0.604,-4.138,0.345,0.262,9.67e-05,0.0814,0.439,169.864,147371
Isla Velde,5ByA0jlwkRZVglVi8U4mSC,0.879,0.681,-4.147,0.0878,0.243,0.000252,0.269,0.556,93.98,196558
Summertime Friends,2lOY5Ah2pRRMdjA6yBRgwW,0.522,0.69,-5.574,0.0325,0.011,7.81e-06,0.4,0.28,160.054,136586
Think Of Us,4jpNmNXMzO3aVgJhy8sdxL,0.747,0.7,-6.563,0.0904,0.488,0.0,0.154,0.721,95.033,170617
See You Again,1tKUFSLuJCSlzBXm2l4HRo,0.478,0.497,-4.992,0.0304,0.0844,0.00118,0.178,0.209,144.046,163452
Kiss So Fatal,4u4H28BG1cjbcLKyaj5Ej0,0.708,0.718,-7.38,0.0389,0.0393,0.000157,0.103,0.369,126.001,151328
Sing Pray Love - Interlude,3z3up6159OqYc9t10R86TY,0.321,0.214,-11.205,0.0304,0.306,0.0,0.359,0.0977,53.64,126933
It's My Time,55oOEulHQzjAOptTq3Ldlu,0.636,0.724,-6.228,0.0811,0.00398,0.0,0.218,0.702,92.18,306307
Back 2 Love,3i3IyOeggPtDmaMyI52XMC,0.57,0.684,-7.042,0.26,0.159,0.0,0.163,0.723,102.873,191920
Demon,1wsyFaNnorpsGPum1FdZZm,0.541,0.518,-8.442,0.0857,0.305,2.41e-06,0.0987,0.193,146.924,217148
Dame Luz,0CmQa0j3VQM5bcGYQW85l1,0.732,0.641,-7.627,0.253,0.271,5.57e-05,0.112,0.747,150.058,227200
Designer,3nuv4KFJCze5vcQC7kBBz3,0.813,0.667,-6.326,0.0972,0.188,0.0,0.241,0.928,92.025,159130
Alejandro Sanz,5vAx3lTS8Rw7AlREnkzsLK,0.745,0.732,-8.741,0.229,0.58,0.000258,0.122,0.583,170.048,191000
No Me Vale,4IKh0k3g3xY2roeFJMVg1i,0.744,0.596,-9.558,0.183,0.239,0.0,0.298,0.772,96.026,155999
Problemas,10O7Bv2bjTLAlsujsif61x,0.611,0.556,-9.993,0.229,0.477,1.37e-06,0.136,0.879,179.962,174000
Ese algo - Remix,1ow3BiZOxCijhybMH2i0yj,0.599,0.712,-8.7,0.165,0.494,0.0,0.113,0.456,87.007,207931
Déjame verte - Remix,2mOdOKysNpwrkXW1VctVlv,0.724,0.778,-8.581,0.0515,0.0879,0.0,0.144,0.505,92.986,159317
1 moneda 2 caras - Remix,2oiWIqXb51fFby66xcmNra,0.676,0.885,-7.051,0.0689,0.0664,0.0,0.105,0.376,103.094,207968
Hoy Vamos a Ver,5IIZJ1ozOp4NS4Or6Ytssv,0.778,0.925,-4.118,0.0766,0.153,0.0,0.142,0.64,96.002,178913
Amor Prohibido,5t1fruLyUAtyhiA0Efyqql,0.651,0.884,-4.092,0.0362,0.247,0.0257,0.0536,0.699,95.01,249051
Agárrala,7ololbdI40hWb7Puwh7vhZ,0.797,0.878,-5.861,0.0737,0.147,4.75e-06,0.323,0.876,95.01,262870
Singularity,1gjalqQoPmCcinxHroLQkD,0.783,0.909,-10.032,0.0463,0.0527,0.86,0.111,0.0917,127.002,426705
Singularity - Brian Cid Remix,6MIHhlFY4Y8RW9sTd9rQRV,0.578,0.734,-12.741,0.0419,0.179,0.927,0.111,0.239,124.006,483067
Placebo,2dri6VvbWqG91b1sKOT4yA,0.801,0.645,-13.261,0.0474,0.0062,0.933,0.0922,0.153,126.999,429819
Exit - Live,3Fi1cKWZcwM6qwzsbsbPG3,0.122,0.189,-16.505,0.0414,0.84,0.639,0.101,0.0341,149.595,230059
Fire in My Arms - Live,1iC2dtrxAlB7Euf5Pa9iE4,0.746,0.958,-7.673,0.0387,0.0397,0.86,0.181,0.358,127.999,276561
Flash - Live,1SpZ3a4Nosj5Nl50qTRTx7,0.652,0.895,-9.319,0.0402,4.03e-05,0.826,0.501,0.424,130.99,179769
Desperté,5MUArEfVcI58wHXy5ovchP,0.461,0.682,-5.022,0.0323,0.0846,0.0,0.114,0.327,126.889,243825
Que Hablen,1bOAC6fuojXSTtFWlPvSQS,0.401,0.394,-8.221,0.0359,0.535,0.0,0.164,0.324,147.854,247935
No Vuelvas,0isK08mm4DTSEoQZkWbyEY,0.64,0.682,-8.554,0.0837,0.266,0.0,0.156,0.577,105.158,172766
the BLACK seminole.,1rydhdFtKe2CRkiaVb7aGF,0.302,0.557,-5.737,0.0326,0.063,0.344,0.118,0.103,113.563,411912
the ride-,04HeNxRRVjcwctfp2K2kMu,0.414,0.791,-4.847,0.0661,0.381,0.00102,0.375,0.588,151.895,190581
running out of time,7zy7iE31dGO70ShMXghsfj,0.651,0.72,-6.529,0.161,0.331,0.413,0.528,0.705,90.024,269245
Si Quieres B*C*O,4BQQ72HXQh3FvbIP238zlT,0.819,0.627,-5.37,0.0598,0.145,0.0,0.178,0.515,137.87,159565
Prendía,7B53HRqzTKqPm968y1Cg06,0.833,0.536,-5.936,0.189,0.803,0.0,0.0727,0.306,90.021,232333
My Love,1TWkuY4nCVcqNgWQKHxFHA,0.767,0.568,-6.593,0.0421,0.376,0.0,0.103,0.556,141.049,214123
Vertigo,5B3aPS91anMHqoqqFazZvL,0.772,0.734,-11.399,0.0488,0.148,0.891,0.101,0.0314,124.982,434292
Vertigo - Marco Faraone Remix,3X56GQ3TERExemeyF337FS,0.699,0.782,-9.188,0.0635,0.0053,0.866,0.0915,0.0385,131.984,428099
Mângata,3QC8vfD9sAIzmyYeRbuI2B,0.771,0.639,-9.727,0.0499,0.0002,0.725,0.1,0.0342,126.023,432666
2012,3NzJFClcbZ97n5nn7ptoc0,0.683,0.8,-9.358,0.0785,0.0021,0.0104,0.0861,0.335,130.006,232433
Lento,7K8Oon0qc4CvkLSQRlhTQN,0.747,0.597,-6.927,0.186,0.756,3.92e-06,0.121,0.585,83.008,216346
Informeshe,7ap6vRag8XQmkt5r8KrDGO,0.862,0.764,-9.829,0.262,0.106,0.0,0.309,0.826,95.006,196911
Fuck love,2TV5GIUgezcw0ZKtI3Zzbl,0.508,0.409,-11.971,0.101,0.944,1.05e-05,0.108,0.322,60.868,125022
Flooded The Face,4daEMLSZCgZ2Mt7gNm2SRa,0.64,0.609,-7.714,0.304,0.492,2.47e-06,0.152,0.393,131.889,192727
Suicide Doors,3fDTzkvrOo5xQIO480Qmsb,0.538,0.783,-2.565,0.222,0.0113,0.0,0.281,0.553,75.388,259080
Aye (feat. Travis Scott),2Hc1LaV6bzFil3dE71eORA,0.777,0.604,-4.452,0.0397,0.000713,5.64e-05,0.151,0.121,111.998,207836
Facts.mp3,2QWV6LlwgXF0ZIcg4VxkUh,0.871,0.739,-4.891,0.135,0.00984,1.03e-06,0.183,0.928,127.029,130098
Jagger.mp3,5XUWO8VqwE4PEkLYAtt7h7,0.543,0.6,-7.185,0.0783,0.0893,6.73e-05,0.186,0.527,89.915,155862
JET_Set.mp3,2raFBS5ysJMxhd755bvAcf,0.658,0.798,-4.108,0.138,0.0341,0.0,0.175,0.568,135.515,145920
Cole World (Intro) (feat. DJ Khaled),3wl7aNDF5Gite8A7iPr3Zu,0.413,0.797,-7.441,0.306,0.0157,2.16e-05,0.374,0.459,160.047,84120
Unbothered,5S250pBB2QzI8jSK7YGctt,0.634,0.723,-2.927,0.134,0.0588,1.17e-06,0.0936,0.385,85.504,145947
You (feat. Remy Ma & French Montana),0yrRMqTTz5behxCQ8Elggf,0.614,0.628,-3.679,0.198,0.0233,0.0,0.0585,0.267,177.295,233067
Ahora,0yUIZvv6RsmV8yRWsbtlpJ,0.676,0.72,-5.967,0.09,0.318,1.34e-05,0.193,0.738,175.963,196573
Volverte a Ver,2xcqidY67LlI8zXw5EVTjQ,0.737,0.509,-7.12,0.042,0.25,0.0,0.265,0.502,130.112,285480
La Carta,3YJedMXEwKPUht8dck3opj,0.627,0.673,-7.268,0.0647,0.131,0.0,0.276,0.774,147.007,249253
Intro,7MBdtBJvyn90mXqTOqI8PA,0.507,0.182,-11.166,0.0353,0.944,0.00138,0.444,0.394,76.007,62423
Wonder,7rV6w1rff0TA61omGxvcCB,0.442,0.631,-5.096,0.05,0.136,2.29e-05,0.133,0.129,139.774,172693
Higher,2syfxA0hm59eHKjAPcxRuf,0.745,0.773,-4.611,0.0562,0.0149,1.1e-05,0.315,0.944,120.032,160144
EL Ejército de un Hombre Solo,4n0kSbGX13a7lZ4Yplv4WT,0.596,0.478,-9.812,0.348,0.628,1.82e-06,0.0735,0.22,130.051,168625
Ghostface Killer,6N6i8cJC82imepxf1c6049,0.725,0.654,-9.061,0.39,0.401,1.18e-06,0.131,0.772,89.852,108250
Espíritu,4ryggkr9fTHsFxVDT8ZOPY,0.672,0.511,-8.854,0.21,0.182,0.0,0.342,0.225,91.115,175000
LEGENDADDY,4jzz1dFGn1osftEfcKSAeV,0.233,0.876,-8.766,0.24,0.855,0.527,0.744,0.24,170.197,48520
CAMPEÓN,7IatvjEcXEeeXnHC2gMZ2j,0.963,0.861,-5.628,0.229,0.00951,0.0,0.102,0.63,119.993,194515
REMIX,65MqlYPOWReasKWcuCaOCW,0.819,0.781,-4.879,0.0547,0.0323,0.0012,0.121,0.385,100.062,163680
Zun Da Da,6DxS2ZRl8G3EagHkovYXA2,0.782,0.767,-7.981,0.0871,0.266,3.64e-05,0.0947,0.622,88.005,304091
Habre La Puerta,3pvBJ1blQ2UZVXWsjZKHTV,0.767,0.618,-8.362,0.057,0.419,3.53e-06,0.269,0.711,94.004,228598
The Way She Moves,1ylFJOaF7wAgHTeUskuJTT,0.701,0.829,-4.055,0.0467,0.234,0.0,0.071,0.562,95.001,233509
Functional Basic Unit of Life,5drP4HTZ9zCYBuvGmwIU6p,0.248,0.323,-16.376,0.0434,0.511,0.00431,0.196,0.0387,120.522,114083
Multicellular,70ICwjp8R8gOv1XXcWZsCB,0.716,0.832,-8.85,0.0464,0.0276,0.863,0.108,0.0329,128.015,456392
Generative Model,121DnWxGEkULCRXSL3YgR3,0.67,0.711,-8.751,0.0434,0.0825,0.901,0.224,0.0671,114.998,254989
Get Off The World,11Y3Vbq1Jnk3Di0f2tWRbZ,0.771,0.805,-6.263,0.0791,0.132,3.31e-05,0.0771,0.718,107.952,201944
Sorry Not Sorry,59w1UoE37I00zquBv64WY7,0.788,0.769,-6.207,0.0399,0.218,0.0,0.114,0.765,128.509,212918
Don't Stop Won't Stop,6Vikatutmz7gApilKujz5D,0.804,0.69,-6.264,0.217,0.225,0.000164,0.0767,0.445,100.036,225600
Kryptonite,6fTFird47hH4AMxFtwnp25,0.785,0.481,-7.628,0.0289,0.611,1.45e-06,0.135,0.398,105.021,169143
Bienvenidos Al Show,1zcoKXkjNP3DXeF9NAhgcm,0.571,0.715,-5.303,0.0646,0.348,0.0,0.135,0.336,141.882,228253
Dilo Sin Hablar,16v7ZAjjwtyy8CRfO2vIhG,0.759,0.49,-4.402,0.034,0.577,0.0,0.0569,0.713,117.906,180013
La Vida Imposible,0JuQBaJ7pJnwve6EnmXqqR,0.582,0.618,-4.331,0.0304,0.455,8.87e-05,0.188,0.441,75.026,221907
Oversize,11AwO3WYjBnabDK9qiA30B,0.56,0.618,-5.175,0.232,0.0925,0.0,0.367,0.727,101.119,91960
Frío,2FhutoXqAKByw4f0A9Fq9y,0.49,0.579,-6.732,0.261,0.33,0.0,0.234,0.341,85.441,145413
La Segura,5DLK0uvYApI5xiRQTAZwJz,0.826,0.681,-5.004,0.099,0.349,0.00036,0.127,0.411,90.97,209533
Apretaito,0LFxsB0fdwNIjfUtVpvAmq,0.854,0.704,-4.053,0.0611,0.16,0.0,0.138,0.534,100.008,161533
Los Besos,50SFVefoyzWnJy1oQWfRtr,0.678,0.752,-4.242,0.212,0.071,5.15e-06,0.0963,0.662,167.822,202333
Tóxico,42JYxlcwegYRJr4IZ0k0Lm,0.7,0.711,-3.822,0.275,0.178,0.0,0.184,0.905,175.977,198413
Binary Choices,6cCoviYGLAPHwXbVQAmKYT,0.64,0.834,-9.391,0.0396,0.0675,0.882,0.0846,0.331,139.982,202547
Spheric Anomalies,0nhyvNQEIZw2GIO1U3g8yI,0.775,0.631,-10.761,0.0569,0.0116,0.897,0.12,0.0336,123.007,445133
Alienated,2yMVTXGerSLtRG3pRGLy3O,0.79,0.654,-13.285,0.0489,0.0909,0.874,0.138,0.055,124.986,403453
Hope,3GPKjrAutKTSaCCqdWmvUx,0.593,0.69,-10.556,0.0298,0.197,0.897,0.116,0.0858,95.006,182913
Free Fallin,0XFwFzMCR6nndeRL6G5NUL,0.439,0.641,-7.886,0.0602,0.562,3.37e-06,0.153,0.335,173.936,201379
Numb,6TvCNh37pSO9rp9fIhskKN,0.738,0.723,-7.237,0.0551,0.0146,0.146,0.0862,0.814,126.003,178300
Dancing At The Disco,0nAYPzFbosQZ0a60zf88aN,0.728,0.884,-5.426,0.0444,0.0403,0.815,0.0783,0.371,129.985,194423
Kerlann - Solo Piano,01X0IMz15dIsArTtmHv4ZS,0.413,0.0369,-17.218,0.0449,0.991,0.943,0.107,0.0615,120.417,342413
Ar Maner Kozh - Solo Piano,3o4kQKTnSmSEOLwCMTZia8,0.405,0.252,-16.619,0.0358,0.989,0.923,0.108,0.276,100.69,271573
Kerdrall - Solo Piano,2QGroZiw5BbXFIW4lk6l0Z,0.346,0.128,-16.086,0.0389,0.991,0.917,0.11,0.0799,95.927,311427
Impressum,2sOj4GGKPLVLfgBexpZbrb,0.772,0.426,-15.589,0.0553,0.417,0.847,0.107,0.0938,124.011,396488
Hadar,0XOypcpjrjtaCMqUwRoGm1,0.734,0.509,-18.21,0.0445,0.00163,0.844,0.486,0.108,125.0,408623
The Tensior,5gLwmQjMjcs2xxP1qFK7MO,0.795,0.479,-11.149,0.0614,0.111,0.795,0.0745,0.035,120.0,407139
Brand New Day,4a9kGbaW3klAdEHsx7Q3jQ,0.362,0.882,-4.259,0.143,0.0154,0.0,0.085,0.427,190.078,201147
Fire,7Hjr124CfhS8HYAHJitVO4,0.71,0.946,-4.431,0.078,0.123,0.0,0.203,0.681,120.089,182227
Can't Back Down,2E1V6nbjINpLpiMaWMSYZ4,0.636,0.839,-4.384,0.0961,0.0847,0.0,0.1,0.658,120.035,199907
150 CANCIONES,1OuWozfCvIjzVacG3JRvlK,0.692,0.649,-6.06,0.0759,0.0124,1.05e-06,0.085,0.904,161.98,127458
GANAS,5wVU3WWpaBQqHhU1gZdbnF,0.751,0.593,-6.961,0.041,0.185,0.0,0.229,0.542,144.871,172542
BABY BOO,6so2hzKWHTd2sXN2N3cqRe,0.612,0.749,-5.531,0.0339,0.00846,0.000217,0.367,0.218,75.498,157421
Hoy,5vQes2u26o4ia2eMxMHEk1,0.804,0.587,-8.41,0.219,0.133,0.0,0.0978,0.403,100.931,191953
Obsesión,5Dor1ZjCnBYmC136ytDzJp,0.762,0.858,-4.116,0.0891,0.199,0.0048,0.117,0.653,99.997,191864
Disciplina,5VmevlHJrUiQZ29JzpfZB5,0.936,0.523,-6.108,0.0407,0.122,0.000194,0.0845,0.801,119.987,157625
Cómprame un Brishito,1OXvHS29qz48nwoBclCl6k,0.841,0.745,-4.144,0.0611,0.21,6.02e-06,0.0761,0.35,99.941,144996
Lo Real,6ei0W4T1vFScCTM3UuLrIr,0.684,0.567,-10.766,0.128,0.297,1.92e-06,0.096,0.575,100.095,206843
Horizonte,1sN0HGA9UKTMKkjBU6R2oh,0.795,0.561,-8.286,0.0976,0.0478,9e-06,0.107,0.121,120.025,211250
6 AM,2wvGiVKB2JKBTsm2MrNfng,0.803,0.674,-7.292,0.284,0.354,0.0,0.103,0.682,95.523,202580
Start of Something New,4LwrgltRSrddxeyhIPSoqa,0.665,0.754,-6.437,0.0305,0.283,0.0,0.114,0.234,103.989,196773
Get'cha Head In The Game,3sT37kCEpxM1zQ8s98i7ps,0.877,0.897,-7.193,0.15,0.038,0.00953,0.0313,0.533,112.969,147653
What I've Been Looking For,40RcMOyjymXFKBxlMuQJnA,0.66,0.604,-6.823,0.0277,0.0737,0.0,0.0912,0.724,140.035,123827
Luces,5jfA2toxad8yq4layNCCZ8,0.426,0.616,-6.448,0.326,0.172,0.0,0.72,0.122,139.416,142312
C' est la vie,5eRuchqdSaxpzmRRvfJULU,0.553,0.928,-1.748,0.233,0.094,0.0,0.0409,0.468,92.916,147070
Ruina y Gloria,6C7t0k74QcgTIcudfe1zM6,0.415,0.827,-4.738,0.44,0.487,0.0,0.12,0.482,165.448,161151
Jesus Gave Me Water (Con Mercedes Cortés Alfaro y Egon Calle),0eKhzqxsE4P3XDObz5VByA,0.395,0.251,-11.611,0.0355,0.757,0.0104,0.6,0.313,105.635,61560
Just A Light,3FPTuwnI2O7kAVMuwlH5G9,0.514,0.386,-9.63,0.0345,0.481,0.00032,0.0996,0.199,160.168,155307
Praia Dos Moinhos,4vgrny7PsrQUcRpQO9Gnw0,0.582,0.673,-4.591,0.031,0.0653,2.78e-06,0.0991,0.0967,128.005,230800
Anho,0L28B50vspTSqnjpsskSgY,0.799,0.669,-10.695,0.0472,0.0683,0.881,0.0947,0.315,126.013,431935
Changes,6ABjWPXIjXACJNGEDVTPSY,0.827,0.387,-15.999,0.134,0.672,0.921,0.112,0.0343,123.004,452000
Every Body Knows That Song,7ndVXGga21L63CoxYB89Hu,0.809,0.355,-14.497,0.133,0.203,0.0459,0.081,0.231,123.024,253781
Kylie Grande,2ipYWpVrfoojSerMAeSsXH,0.547,0.596,-6.091,0.402,0.0664,0.0,0.0985,0.13,89.402,192000
Close To Me,3p11rtnuuezfMwLBDCGXnU,0.667,0.506,-7.09,0.309,0.166,0.0,0.131,0.352,150.099,131135
I’m Kodak,6082s2V0nKqk0gRuB2prei,0.754,0.85,-6.794,0.354,0.0397,1.55e-06,0.232,0.593,90.023,128000
Forget Me,3iHzKA9HlXf5wsGdsrsnSA,0.664,0.76,-3.769,0.0448,0.318,0.0,0.34,0.7,101.987,203667
Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,0.676,0.461,-3.59,0.0304,0.555,0.0,0.0951,0.466,107.95,210880
Pointless,44G9fSM6qI8zRoG6Qwn3eq,0.345,0.625,-4.025,0.0444,0.0758,0.0,0.112,0.336,169.494,231120
Bring the House Down,3K20jTMYE3js3bL1kmlA2u,0.836,0.877,-7.525,0.0639,0.0104,0.841,0.103,0.371,127.006,483780
Bring the House Down - Dub Makers Remix,6cshPVEENEPHngngbvnB1j,0.805,0.793,-9.899,0.0577,0.000811,0.933,0.052,0.354,126.993,381732
Bring the House Down - Konstantin Yoodza Remix,4ukDpUHqUGaohVZXBwP8Oo,0.807,0.703,-8.715,0.0675,0.000126,0.925,0.035,0.578,126.997,457333
Party in My Head - RSCL Remix,4uVvzpXTzRXZiNqiryz4y8,0.673,0.866,-7.434,0.0341,0.037,0.00561,0.152,0.202,124.947,144000
NO PIENSO LLAMAR,3xE3TyeIxL24IstPdy5IBv,0.679,0.556,-5.299,0.148,0.181,0.0,0.108,0.583,169.997,198353
Propuesta Indecente,1gIbGLj6dNgiB86cknH3Gc,0.668,0.873,-3.743,0.104,0.257,1.18e-06,0.548,0.903,110.008,172264
Mi Peor Error,7mbO8Q9sPPgyHwT0Cm4CEy,0.67,0.868,-3.209,0.0743,0.197,0.00014,0.0887,0.896,101.032,198438
Hasta la Luna,2vOoBxBk9PJSAyIwEPDRqv,0.745,0.863,-5.402,0.224,0.366,9.5e-05,0.0911,0.644,101.976,155260
Lento,6jdLwmDuP0B5is9B0wCrYT,0.789,0.856,-3.893,0.142,0.0267,0.00213,0.434,0.619,108.02,168216
Aunque Quisiera Detenerlos,5SfvkQTTqmWM91BmABxcaI,0.626,0.531,-7.337,0.0538,0.604,0.0,0.18,0.822,81.559,91360
De Nada Sirve,3MNWowii2ADYnOR4U18tYZ,0.794,0.787,-5.626,0.0525,0.117,0.000235,0.0428,0.615,94.036,172973
Prometo Olvidarte (Remix) [feat. Yandel],5Y1786A8qzHGeoIbIBTkGp,0.785,0.84,-4.328,0.0355,0.11,0.0,0.173,0.765,106.029,231987
De vuelta a casa,0OQtMyzTMcvYtul4uGCJPb,0.661,0.697,-8.387,0.0501,0.32,1.16e-05,0.0922,0.0755,98.02,195942
Hablando con la muerte,5tGvurDE9Ht9r8Okgh9j9Q,0.582,0.639,-7.456,0.237,0.741,0.0,0.35,0.391,146.399,230924
Superhéroe,5tgtssaJ6n00puElgGS9YF,0.558,0.729,-6.61,0.0481,0.241,0.00303,0.107,0.653,83.475,241450
F40 - Remix,7m12pGA8jpRVQDH7pURUs2,0.654,0.488,-6.668,0.366,0.0214,1.1e-05,0.133,0.495,147.956,145498
Ego,2gy2y58w8ehu8FtejAetPC,0.698,0.432,-8.452,0.0621,0.291,0.0,0.277,0.635,88.069,135607
Tu Veneno,1U2mmPR0XAthoaTfmdD9Rt,0.655,0.622,-5.292,0.0802,0.0701,0.000326,0.0848,0.835,175.782,156910
ON THE RIVER,1aLpfH1M7Y4ZngOmSiHk0l,0.754,0.623,-5.412,0.22,0.477,0.0,0.13,0.281,160.157,96013
SAY MY GRACE (feat. Travis Scott),2Gk6fi0dqt91NKvlzGsmm7,0.773,0.635,-5.06,0.0452,0.0585,0.0,0.132,0.476,121.879,173253
WORTH IT (feat. Don Toliver),7kp6XhIxrvNb8BgTwLjaEx,0.82,0.725,-5.065,0.0879,0.206,0.0,0.209,0.555,95.055,188333
Quien Quiero Ser,1X3HIDmzmvzlWrlvYOi704,0.714,0.679,-7.594,0.0581,0.0394,0.000828,0.478,0.463,99.956,215400
The Edge Of Glory,5LF6J2aviL9GFDlZnzDEX8,0.649,0.852,-4.151,0.0667,0.0166,0.0,0.118,0.585,128.012,160469
Let You in (Demo),0UhE90SuWAxM8wijny7le7,0.616,0.263,-11.347,0.0277,0.874,0.0,0.108,0.136,105.974,246887
2NDO CHANCE,4JyfG2WBcDjlc8TODyBIbx,0.59,0.628,-5.915,0.0316,0.166,3.11e-06,0.0919,0.268,143.979,232795
CRIES IN SPANISH,6eL3Q0m0VJkbCyKAmvYTEy,0.43,0.453,-5.682,0.0265,0.611,0.0,0.0729,0.171,78.12,186834
